county,precinct,office,district,candidate,party,votes,absentee,election_day
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,Governor,,Scott R Wagner,REP,663,21,642
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,Governor,,Paul Glover,GRN,4,0,4
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,Governor,,Ken V Krawchuk,LN,11,0,11
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,U.S. House,14.0,Bibiana Boerio,DEM,513,18,495
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,U.S. House,14.0,Guy Reschenthaler,REP,761,22,739
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,State House,32.0,Pam Gerard,DEM,481,18,463
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,State House,32.0,Pat Stefano,REP,789,22,767
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,State House,58.0,Mary Popovich,DEM,391,15,376
Westmoreland,4612 ROSTRAVER TWP - FELLSBURG,State House,58.0,Justin Walsh,REP,896,24,872
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Straight Party,,Democratic,DEM,77,3,74
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Straight Party,,Republican,REP,79,0,79
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,U.S. Senate,,Bob Casey Jr,DEM,159,6,153
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,U.S. Senate,,Lou Barletta,REP,126,1,125
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,U.S. Senate,,Dale R Kerns Jr,LN,2,0,2
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Governor,,Tom Wolf,DEM,165,6,159
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Governor,,Scott R Wagner,REP,125,1,124
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Governor,,Paul Glover,GRN,0,0,0
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,U.S. House,14.0,Bibiana Boerio,DEM,151,4,147
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,U.S. House,14.0,Guy Reschenthaler,REP,141,3,138
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,State House,32.0,Pam Gerard,DEM,146,6,140
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,State House,32.0,Pat Stefano,REP,142,1,141
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,State House,58.0,Mary Popovich,DEM,130,3,127
Westmoreland,4615 ROSTRAVER TWP - LYNNWOOD,State House,58.0,Justin Walsh,REP,161,4,157
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Straight Party,,Democratic,DEM,104,4,100
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Straight Party,,Republican,REP,127,3,124
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,U.S. Senate,,Bob Casey Jr,DEM,206,6,200
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,U.S. Senate,,Lou Barletta,REP,185,4,181
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,U.S. Senate,,Dale R Kerns Jr,LN,4,0,4
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Governor,,Tom Wolf,DEM,210,6,204
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Governor,,Scott R Wagner,REP,182,4,178
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Governor,,Paul Glover,GRN,0,0,0
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,U.S. House,14.0,Bibiana Boerio,DEM,180,6,174
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,U.S. House,14.0,Guy Reschenthaler,REP,213,4,209
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,State House,32.0,Pam Gerard,DEM,182,6,176
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,State House,32.0,Pat Stefano,REP,205,4,201
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,State House,58.0,Mary Popovich,DEM,163,6,157
Westmoreland,4618 ROSTRAVER TWP - PRICEDALE,State House,58.0,Justin Walsh,REP,230,4,226
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Straight Party,,Democratic,DEM,15,0,15
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Straight Party,,Republican,REP,6,0,6
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,4621 ROSTRAVER TWP - VAN METER,U.S. Senate,,Bob Casey Jr,DEM,23,0,23
Westmoreland,4621 ROSTRAVER TWP - VAN METER,U.S. Senate,,Lou Barletta,REP,14,0,14
Westmoreland,4621 ROSTRAVER TWP - VAN METER,U.S. Senate,,Neal Gale,GRN,0,0,0
Westmoreland,4621 ROSTRAVER TWP - VAN METER,U.S. Senate,,Dale R Kerns Jr,LN,0,0,0
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Governor,,Tom Wolf,DEM,25,0,25
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Governor,,Scott R Wagner,REP,12,0,12
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Governor,,Paul Glover,GRN,0,0,0
Westmoreland,4621 ROSTRAVER TWP - VAN METER,Governor,,Ken V Krawchuk,LN,1,0,1
Westmoreland,4621 ROSTRAVER TWP - VAN METER,U.S. House,14.0,Bibiana Boerio,DEM,23,0,23
Westmoreland,4621 ROSTRAVER TWP - VAN METER,U.S. House,14.0,Guy Reschenthaler,REP,13,0,13
Westmoreland,4621 ROSTRAVER TWP - VAN METER,State House,32.0,Pam Gerard,DEM,22,0,22
Westmoreland,4621 ROSTRAVER TWP - VAN METER,State House,32.0,Pat Stefano,REP,15,0,15
Westmoreland,4621 ROSTRAVER TWP - VAN METER,State House,58.0,Mary Popovich,DEM,20,0,20
Westmoreland,4621 ROSTRAVER TWP - VAN METER,State House,58.0,Justin Walsh,REP,18,0,18
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Straight Party,,Democratic,DEM,50,0,50
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Straight Party,,Republican,REP,91,0,91
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Straight Party,,Libertarian,LN,2,0,2
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,U.S. Senate,,Bob Casey Jr,DEM,115,1,114
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,U.S. Senate,,Lou Barletta,REP,131,0,131
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,U.S. Senate,,Dale R Kerns Jr,LN,4,0,4
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Governor,,Tom Wolf,DEM,118,1,117
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Governor,,Scott R Wagner,REP,130,0,130
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,Governor,,Ken V Krawchuk,LN,4,0,4
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,U.S. House,14.0,Bibiana Boerio,DEM,100,1,99
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,U.S. House,14.0,Guy Reschenthaler,REP,152,0,152
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,State House,32.0,Pam Gerard,DEM,105,0,105
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,State House,32.0,Pat Stefano,REP,143,0,143
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,State House,58.0,Mary Popovich,DEM,89,0,89
Westmoreland,4624 ROSTRAVER TWP - WEBSTER,State House,58.0,Justin Walsh,REP,164,0,164
Westmoreland,4703 SALEM TWP - FIVE POINTS,Straight Party,,Democratic,DEM,86,7,79
Westmoreland,4703 SALEM TWP - FIVE POINTS,Straight Party,,Republican,REP,263,11,252
Westmoreland,4703 SALEM TWP - FIVE POINTS,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4703 SALEM TWP - FIVE POINTS,Straight Party,,Libertarian,LN,2,0,2
Westmoreland,4703 SALEM TWP - FIVE POINTS,U.S. Senate,,Bob Casey Jr,DEM,210,10,200
Westmoreland,4703 SALEM TWP - FIVE POINTS,U.S. Senate,,Lou Barletta,REP,435,15,420
Westmoreland,4703 SALEM TWP - FIVE POINTS,U.S. Senate,,Neal Gale,GRN,2,1,1
Westmoreland,4703 SALEM TWP - FIVE POINTS,U.S. Senate,,Dale R Kerns Jr,LN,15,0,15
Westmoreland,4703 SALEM TWP - FIVE POINTS,Governor,,Tom Wolf,DEM,225,10,215
Westmoreland,4703 SALEM TWP - FIVE POINTS,Governor,,Scott R Wagner,REP,427,14,413
Westmoreland,4703 SALEM TWP - FIVE POINTS,Governor,,Paul Glover,GRN,4,1,3
Westmoreland,4703 SALEM TWP - FIVE POINTS,Governor,,Ken V Krawchuk,LN,12,0,12
Westmoreland,4703 SALEM TWP - FIVE POINTS,U.S. House,14.0,Bibiana Boerio,DEM,186,9,177
Westmoreland,4703 SALEM TWP - FIVE POINTS,U.S. House,14.0,Guy Reschenthaler,REP,479,17,462
Westmoreland,4703 SALEM TWP - FIVE POINTS,State House,57.0,Collin Warren,DEM,154,10,144
Westmoreland,4703 SALEM TWP - FIVE POINTS,State House,57.0,Eric Nelson,REP,507,16,491
Westmoreland,4706 SALEM TWP - HUGUS,Straight Party,,Democratic,DEM,44,1,43
Westmoreland,4706 SALEM TWP - HUGUS,Straight Party,,Republican,REP,80,4,76
Westmoreland,4706 SALEM TWP - HUGUS,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4706 SALEM TWP - HUGUS,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4706 SALEM TWP - HUGUS,U.S. Senate,,Bob Casey Jr,DEM,72,2,70
Westmoreland,4706 SALEM TWP - HUGUS,U.S. Senate,,Lou Barletta,REP,142,4,138
Westmoreland,4706 SALEM TWP - HUGUS,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,4706 SALEM TWP - HUGUS,U.S. Senate,,Dale R Kerns Jr,LN,0,0,0
Westmoreland,4706 SALEM TWP - HUGUS,Governor,,Tom Wolf,DEM,78,2,76
Westmoreland,4706 SALEM TWP - HUGUS,Governor,,Scott R Wagner,REP,140,4,136
Westmoreland,4706 SALEM TWP - HUGUS,Governor,,Paul Glover,GRN,0,0,0
Westmoreland,4706 SALEM TWP - HUGUS,Governor,,Ken V Krawchuk,LN,0,0,0
Westmoreland,4706 SALEM TWP - HUGUS,U.S. House,14.0,Bibiana Boerio,DEM,69,2,67
Westmoreland,4706 SALEM TWP - HUGUS,U.S. House,14.0,Guy Reschenthaler,REP,148,4,144
Westmoreland,4706 SALEM TWP - HUGUS,State House,57.0,Collin Warren,DEM,66,2,64
Westmoreland,4706 SALEM TWP - HUGUS,State House,57.0,Eric Nelson,REP,150,4,146
Westmoreland,4709 SALEM TWP - MECHLINGS,Straight Party,,Democratic,DEM,43,1,42
Westmoreland,4709 SALEM TWP - MECHLINGS,Straight Party,,Republican,REP,68,0,68
Westmoreland,4709 SALEM TWP - MECHLINGS,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,4709 SALEM TWP - MECHLINGS,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4709 SALEM TWP - MECHLINGS,U.S. Senate,,Bob Casey Jr,DEM,75,2,73
Westmoreland,4709 SALEM TWP - MECHLINGS,U.S. Senate,,Lou Barletta,REP,110,3,107
Westmoreland,4709 SALEM TWP - MECHLINGS,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,4709 SALEM TWP - MECHLINGS,U.S. Senate,,Dale R Kerns Jr,LN,2,0,2
Westmoreland,4709 SALEM TWP - MECHLINGS,Governor,,Tom Wolf,DEM,83,3,80
Westmoreland,4709 SALEM TWP - MECHLINGS,Governor,,Scott R Wagner,REP,108,3,105
Westmoreland,4709 SALEM TWP - MECHLINGS,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,4709 SALEM TWP - MECHLINGS,Governor,,Ken V Krawchuk,LN,0,0,0
Westmoreland,4709 SALEM TWP - MECHLINGS,U.S. House,14.0,Bibiana Boerio,DEM,70,2,68
Westmoreland,4709 SALEM TWP - MECHLINGS,U.S. House,14.0,Guy Reschenthaler,REP,119,4,115
Westmoreland,4709 SALEM TWP - MECHLINGS,State House,57.0,Collin Warren,DEM,67,1,66
Westmoreland,4709 SALEM TWP - MECHLINGS,State House,57.0,Eric Nelson,REP,123,4,119
Westmoreland,4712 SALEM TWP - NEW SALEM,Straight Party,,Democratic,DEM,227,12,215
Westmoreland,4712 SALEM TWP - NEW SALEM,Straight Party,,Republican,REP,319,10,309
Westmoreland,4712 SALEM TWP - NEW SALEM,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,4712 SALEM TWP - NEW SALEM,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4712 SALEM TWP - NEW SALEM,U.S. Senate,,Bob Casey Jr,DEM,403,17,386
Westmoreland,4712 SALEM TWP - NEW SALEM,U.S. Senate,,Lou Barletta,REP,511,22,488
Westmoreland,4712 SALEM TWP - NEW SALEM,U.S. Senate,,Neal Gale,GRN,7,0,7
Westmoreland,4712 SALEM TWP - NEW SALEM,U.S. Senate,,Dale R Kerns Jr,LN,8,0,8
Westmoreland,4712 SALEM TWP - NEW SALEM,Governor,,Tom Wolf,DEM,432,19,413
Westmoreland,4712 SALEM TWP - NEW SALEM,Governor,,Scott R Wagner,REP,490,20,470
Westmoreland,4712 SALEM TWP - NEW SALEM,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,4712 SALEM TWP - NEW SALEM,Governor,,Ken V Krawchuk,LN,6,0,6
Westmoreland,4712 SALEM TWP - NEW SALEM,U.S. House,14.0,Bibiana Boerio,DEM,365,13,352
Westmoreland,4712 SALEM TWP - NEW SALEM,U.S. House,14.0,Guy Reschenthaler,REP,563,25,537
Westmoreland,4712 SALEM TWP - NEW SALEM,State House,57.0,Collin Warren,DEM,345,14,331
Westmoreland,4712 SALEM TWP - NEW SALEM,State House,57.0,Eric Nelson,REP,582,25,557
Westmoreland,4715 SALEM TWP - SLICKVILLE,Straight Party,,Democratic,DEM,47,0,47
Westmoreland,4715 SALEM TWP - SLICKVILLE,Straight Party,,Republican,REP,86,2,84
Westmoreland,4715 SALEM TWP - SLICKVILLE,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4715 SALEM TWP - SLICKVILLE,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4715 SALEM TWP - SLICKVILLE,U.S. Senate,,Bob Casey Jr,DEM,93,0,93
Westmoreland,4715 SALEM TWP - SLICKVILLE,U.S. Senate,,Lou Barletta,REP,155,4,151
Westmoreland,4715 SALEM TWP - SLICKVILLE,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,4715 SALEM TWP - SLICKVILLE,U.S. Senate,,Dale R Kerns Jr,LN,0,0,0
Westmoreland,4715 SALEM TWP - SLICKVILLE,Governor,,Tom Wolf,DEM,91,0,91
Westmoreland,4715 SALEM TWP - SLICKVILLE,Governor,,Scott R Wagner,REP,150,4,146
Westmoreland,4715 SALEM TWP - SLICKVILLE,Governor,,Paul Glover,GRN,3,0,3
Westmoreland,4715 SALEM TWP - SLICKVILLE,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,4715 SALEM TWP - SLICKVILLE,U.S. House,14.0,Bibiana Boerio,DEM,73,0,73
Westmoreland,4715 SALEM TWP - SLICKVILLE,U.S. House,14.0,Guy Reschenthaler,REP,174,4,170
Westmoreland,4715 SALEM TWP - SLICKVILLE,State House,57.0,Collin Warren,DEM,69,0,69
Westmoreland,4715 SALEM TWP - SLICKVILLE,State House,57.0,Eric Nelson,REP,180,4,176
Westmoreland,4718 SALEM TWP - STEELES,Straight Party,,Democratic,DEM,64,5,59
Westmoreland,4718 SALEM TWP - STEELES,Straight Party,,Republican,REP,119,3,116
Westmoreland,4718 SALEM TWP - STEELES,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,4718 SALEM TWP - STEELES,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4718 SALEM TWP - STEELES,U.S. Senate,,Bob Casey Jr,DEM,132,5,127
Westmoreland,4718 SALEM TWP - STEELES,U.S. Senate,,Lou Barletta,REP,208,5,203
Westmoreland,4718 SALEM TWP - STEELES,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,4718 SALEM TWP - STEELES,U.S. Senate,,Dale R Kerns Jr,LN,4,0,4
Westmoreland,4718 SALEM TWP - STEELES,Governor,,Tom Wolf,DEM,143,5,138
Westmoreland,4718 SALEM TWP - STEELES,Governor,,Scott R Wagner,REP,200,5,195
Westmoreland,4718 SALEM TWP - STEELES,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,4718 SALEM TWP - STEELES,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,4718 SALEM TWP - STEELES,U.S. House,14.0,Bibiana Boerio,DEM,121,5,116
Westmoreland,4718 SALEM TWP - STEELES,U.S. House,14.0,Guy Reschenthaler,REP,225,5,220
Westmoreland,4718 SALEM TWP - STEELES,State House,57.0,Collin Warren,DEM,101,5,96
Westmoreland,4718 SALEM TWP - STEELES,State House,57.0,Eric Nelson,REP,243,5,238
Westmoreland,4721 SALEM TWP - TREES MILLS,Straight Party,,Democratic,DEM,45,2,43
Westmoreland,4721 SALEM TWP - TREES MILLS,Straight Party,,Republican,REP,132,1,131
Westmoreland,4721 SALEM TWP - TREES MILLS,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4721 SALEM TWP - TREES MILLS,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4721 SALEM TWP - TREES MILLS,U.S. Senate,,Bob Casey Jr,DEM,94,3,91
Westmoreland,4721 SALEM TWP - TREES MILLS,U.S. Senate,,Lou Barletta,REP,206,4,202
Westmoreland,4721 SALEM TWP - TREES MILLS,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,4721 SALEM TWP - TREES MILLS,U.S. Senate,,Dale R Kerns Jr,LN,2,0,2
Westmoreland,4721 SALEM TWP - TREES MILLS,Governor,,Tom Wolf,DEM,96,4,92
Westmoreland,4721 SALEM TWP - TREES MILLS,Governor,,Scott R Wagner,REP,204,3,201
Westmoreland,4721 SALEM TWP - TREES MILLS,Governor,,Paul Glover,GRN,1,0,1
Westmoreland,4721 SALEM TWP - TREES MILLS,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,4721 SALEM TWP - TREES MILLS,U.S. House,14.0,Bibiana Boerio,DEM,84,2,82
Westmoreland,4721 SALEM TWP - TREES MILLS,U.S. House,14.0,Guy Reschenthaler,REP,219,5,214
Westmoreland,4721 SALEM TWP - TREES MILLS,State House,57.0,Collin Warren,DEM,75,1,74
Westmoreland,4721 SALEM TWP - TREES MILLS,State House,57.0,Eric Nelson,REP,228,6,222
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Straight Party,,Democratic,DEM,92,3,87
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Straight Party,,Republican,REP,112,5,107
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Straight Party,,Green Party,GRN,0,0,0
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4810 SCOTTDALE BOROUGH - 1,U.S. Senate,,Bob Casey Jr,DEM,183,7,174
Westmoreland,4810 SCOTTDALE BOROUGH - 1,U.S. Senate,,Lou Barletta,REP,185,9,176
Westmoreland,4810 SCOTTDALE BOROUGH - 1,U.S. Senate,,Neal Gale,GRN,4,0,4
Westmoreland,4810 SCOTTDALE BOROUGH - 1,U.S. Senate,,Dale R Kerns Jr,LN,7,0,7
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Governor,,Tom Wolf,DEM,193,7,186
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Governor,,Scott R Wagner,REP,187,9,178
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Governor,,Paul Glover,GRN,4,0,4
Westmoreland,4810 SCOTTDALE BOROUGH - 1,Governor,,Ken V Krawchuk,LN,4,0,4
Westmoreland,4810 SCOTTDALE BOROUGH - 1,U.S. House,14.0,Bibiana Boerio,DEM,162,5,155
Westmoreland,4810 SCOTTDALE BOROUGH - 1,U.S. House,14.0,Guy Reschenthaler,REP,222,11,211
Westmoreland,4810 SCOTTDALE BOROUGH - 1,State House,32.0,Pam Gerard,DEM,155,5,150
Westmoreland,4810 SCOTTDALE BOROUGH - 1,State House,32.0,Pat Stefano,REP,230,11,219
Westmoreland,4810 SCOTTDALE BOROUGH - 1,State House,52.0,Ethan Keedy,DEM,175,5,170
Westmoreland,4810 SCOTTDALE BOROUGH - 1,State House,52.0,Ryan Warner,REP,210,11,199
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Straight Party,,Democratic,DEM,114,7,107
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Straight Party,,Republican,REP,209,8,201
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Straight Party,,Green Party,GRN,1,0,1
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Straight Party,,Libertarian,LN,1,0,1
Westmoreland,4820 SCOTTDALE BOROUGH - 2,U.S. Senate,,Bob Casey Jr,DEM,254,15,239
Westmoreland,4820 SCOTTDALE BOROUGH - 2,U.S. Senate,,Lou Barletta,REP,309,10,299
Westmoreland,4820 SCOTTDALE BOROUGH - 2,U.S. Senate,,Neal Gale,GRN,1,0,1
Westmoreland,4820 SCOTTDALE BOROUGH - 2,U.S. Senate,,Dale R Kerns Jr,LN,3,0,3
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Governor,,Tom Wolf,DEM,266,14,252
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Governor,,Scott R Wagner,REP,306,10,296
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Governor,,Paul Glover,GRN,5,0,5
Westmoreland,4820 SCOTTDALE BOROUGH - 2,Governor,,Ken V Krawchuk,LN,3,0,3
Westmoreland,4820 SCOTTDALE BOROUGH - 2,U.S. House,14.0,Bibiana Boerio,DEM,222,14,208
Westmoreland,4820 SCOTTDALE BOROUGH - 2,U.S. House,14.0,Guy Reschenthaler,REP,352,11,341
Westmoreland,4820 SCOTTDALE BOROUGH - 2,State House,32.0,Pam Gerard,DEM,209,14,195
Westmoreland,4820 SCOTTDALE BOROUGH - 2,State House,32.0,Pat Stefano,REP,368,11,357
Westmoreland,4820 SCOTTDALE BOROUGH - 2,State House,52.0,Ethan Keedy,DEM,223,14,209
Westmoreland,4820 SCOTTDALE BOROUGH - 2,State House,52.0,Ryan Warner,REP,357,11,346
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Straight Party,,Democratic,DEM,75,3,72
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Straight Party,,Republican,REP,105,4,101
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Straight Party,,Green Party,GRN,3,0,3
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Straight Party,,Libertarian,LN,2,0,2
Westmoreland,4830 SCOTTDALE BOROUGH - 3,U.S. Senate,,Bob Casey Jr,DEM,167,8,158
Westmoreland,4830 SCOTTDALE BOROUGH - 3,U.S. Senate,,Lou Barletta,REP,163,4,159
Westmoreland,4830 SCOTTDALE BOROUGH - 3,U.S. Senate,,Neal Gale,GRN,8,0,8
Westmoreland,4830 SCOTTDALE BOROUGH - 3,U.S. Senate,,Dale R Kerns Jr,LN,6,0,6
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Governor,,Tom Wolf,DEM,177,8,169
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Governor,,Scott R Wagner,REP,160,4,156
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Governor,,Paul Glover,GRN,6,0,6
Westmoreland,4830 SCOTTDALE BOROUGH - 3,Governor,,Ken V Krawchuk,LN,5,0,5
Westmoreland,4830 SCOTTDALE BOROUGH - 3,U.S. House,14.0,Bibiana Boerio,DEM,161,6,154
Westmoreland,4830 SCOTTDALE BOROUGH - 3,U.S. House,14.0,Guy Reschenthaler,REP,183,6,177
Westmoreland,4830 SCOTTDALE BOROUGH - 3,State House,32.0,Pam Gerard,DEM,143,6,137
Westmoreland,4830 SCOTTDALE BOROUGH - 3,State House,32.0,Pat Stefano,REP,201,6,195
Westmoreland,4830 SCOTTDALE BOROUGH - 3,State House,52.0,Ethan Keedy,DEM,163,6,157
Westmoreland,4830 SCOTTDALE BOROUGH - 3,State House,52.0,Ryan Warner,REP,184,6,178
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Straight Party,,Democratic,DEM,60,4,56
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Straight Party,,Republican,REP,113,2,111
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Straight Party,,Green Party,GRN,2,0,2
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Straight Party,,Libertarian,LN,0,0,0
Westmoreland,4840 SCOTTDALE BOROUGH - 4,U.S. Senate,,Bob Casey Jr,DEM,117,6,111
Westmoreland,4840 SCOTTDALE BOROUGH - 4,U.S. Senate,,Lou Barletta,REP,179,3,176
Westmoreland,4840 SCOTTDALE BOROUGH - 4,U.S. Senate,,Neal Gale,GRN,2,0,2
Westmoreland,4840 SCOTTDALE BOROUGH - 4,U.S. Senate,,Dale R Kerns Jr,LN,4,0,4
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Governor,,Tom Wolf,DEM,122,6,116
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Governor,,Scott R Wagner,REP,181,3,178
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Governor,,Paul Glover,GRN,2,0,2
Westmoreland,4840 SCOTTDALE BOROUGH - 4,Governor,,Ken V Krawchuk,LN,2,0,2
Westmoreland,4840 SCOTTDALE BOROUGH - 4,U.S. House,14.0,Bibiana Boerio,DEM,110,5,105
Westmoreland,4840 SCOTTDALE BOROUGH - 4,U.S. House,14.0,Guy Reschenthaler,REP,194,4,190
Westmoreland,4840 SCOTTDALE BOROUGH - 4,State House,32.0,Pam Gerard,DEM,101,5,96
Westmoreland,4840 SCOTTDALE BOROUGH - 4,State House,32.0,Pat Stefano,REP,202,4,198
Westmoreland,4840 SCOTTDALE BOROUGH - 4,State House,52.0,Ethan Keedy,DEM,119,6,113
Westmoreland,4840 SCOTTDALE BOROUGH - 4,State House,52.0,Ryan Warner,REP,189,3,186
Westmoreland,4900 SEWARD BOROUGH,Straight Party,,Democratic,DEM,14,1,13
Westmoreland,4900 SEWARD BOROUGH,Straight Party,,Republican,REP,53,0,53
