county,precinct,office,district,candidate,party,votes,absentee,election_day
Butler,0001 ADAMS TOWNSHIP 1,Straight Party,,DEMOCRATIC,DEM,521,29,491
Butler,0001 ADAMS TOWNSHIP 1,Straight Party,,REPUBLICAN,REP,811,53,758
Butler,0001 ADAMS TOWNSHIP 1,Straight Party,,GREEN,GRN,1,0,1
Butler,0001 ADAMS TOWNSHIP 1,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0001 ADAMS TOWNSHIP 1,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler,0001 ADAMS TOWNSHIP 1,U.S. Senate,,"BOB CASEY, JR",DEM,"1,047",50,996
Butler,0001 ADAMS TOWNSHIP 1,U.S. Senate,,LOU BARLETTA,REP,"1,369",72,"1,297"
Butler,0001 ADAMS TOWNSHIP 1,U.S. Senate,,NEAL GALE,GRN,6,0,6
Butler,0001 ADAMS TOWNSHIP 1,U.S. Senate,,"DALE R KERNS, JR",LIB,15,0,15
Butler,0001 ADAMS TOWNSHIP 1,Governor,,TOM WOLF,DEM,"1,115",48,"1,066"
Butler,0001 ADAMS TOWNSHIP 1,Governor,,SCOTT R WAGNER,REP,"1,295",73,"1,222"
Butler,0001 ADAMS TOWNSHIP 1,Governor,,PAUL GLOVER,GRN,4,0,4
Butler,0001 ADAMS TOWNSHIP 1,Governor,,KEN V KRAWCHUK,LIB,24,0,24
Butler,0001 ADAMS TOWNSHIP 1,U.S. House,16.0,RON DINICOLA,DEM,947,43,903
Butler,0001 ADAMS TOWNSHIP 1,U.S. House,16.0,MIKE KELLY,REP,"1,473",77,"1,396"
Butler,0001 ADAMS TOWNSHIP 1,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,23,2,21
Butler,0001 ADAMS TOWNSHIP 1,State House,12.0,"DANIEL B SMITH, JR",DEM,"1,105",47,"1,057"
Butler,0001 ADAMS TOWNSHIP 1,State House,12.0,DARYL METCALFE,REP,"1,319",75,"1,244"
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,DEMOCRATIC,DEM,330,37,292
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,REPUBLICAN,REP,759,65,693
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,GREEN,GRN,1,0,1
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0002 ADAMS TOWNSHIP 2,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,"BOB CASEY, JR",DEM,702,70,631
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,LOU BARLETTA,REP,"1,212",101,"1,106"
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,NEAL GALE,GRN,5,0,5
Butler,0002 ADAMS TOWNSHIP 2,U.S. Senate,,"DALE R KERNS, JR",LIB,21,1,20
Butler,0002 ADAMS TOWNSHIP 2,Governor,,TOM WOLF,DEM,756,69,686
Butler,0002 ADAMS TOWNSHIP 2,Governor,,SCOTT R WAGNER,REP,"1,158",101,"1,052"
Butler,0002 ADAMS TOWNSHIP 2,Governor,,PAUL GLOVER,GRN,7,0,7
Butler,0002 ADAMS TOWNSHIP 2,Governor,,KEN V KRAWCHUK,LIB,24,2,22
Butler,0002 ADAMS TOWNSHIP 2,U.S. House,16.0,RON DINICOLA,DEM,646,64,581
Butler,0002 ADAMS TOWNSHIP 2,U.S. House,16.0,MIKE KELLY,REP,"1,281",105,"1,171"
Butler,0002 ADAMS TOWNSHIP 2,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,21,3,18
Butler,0002 ADAMS TOWNSHIP 2,State House,12.0,"DANIEL B SMITH, JR",DEM,729,70,658
Butler,0002 ADAMS TOWNSHIP 2,State House,12.0,DARYL METCALFE,REP,"1,207",98,"1,105"
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,DEMOCRATIC,DEM,400,16,384
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,REPUBLICAN,REP,901,72,829
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,GREEN,GRN,0,0,0
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0003 ADAMS TOWNSHIP 3,Straight Party,,LIBERTARIAN,LIB,3,1,2
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,"BOB CASEY, JR",DEM,900,47,853
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,LOU BARLETTA,REP,"1,458",103,"1,355"
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,NEAL GALE,GRN,7,1,6
Butler,0003 ADAMS TOWNSHIP 3,U.S. Senate,,"DALE R KERNS, JR",LIB,18,1,17
Butler,0003 ADAMS TOWNSHIP 3,Governor,,TOM WOLF,DEM,962,50,912
Butler,0003 ADAMS TOWNSHIP 3,Governor,,SCOTT R WAGNER,REP,"1,397",97,"1,300"
Butler,0003 ADAMS TOWNSHIP 3,Governor,,PAUL GLOVER,GRN,6,0,6
Butler,0003 ADAMS TOWNSHIP 3,Governor,,KEN V KRAWCHUK,LIB,27,5,22
Butler,0003 ADAMS TOWNSHIP 3,U.S. House,16.0,RON DINICOLA,DEM,796,41,755
Butler,0003 ADAMS TOWNSHIP 3,U.S. House,16.0,MIKE KELLY,REP,"1,582",109,"1,473"
Butler,0003 ADAMS TOWNSHIP 3,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,18,1,17
Butler,0003 ADAMS TOWNSHIP 3,State House,12.0,"DANIEL B SMITH, JR",DEM,898,44,854
Butler,0003 ADAMS TOWNSHIP 3,State House,12.0,DARYL METCALFE,REP,"1,481",104,"1,377"
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,28,0,28
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,REPUBLICAN,REP,101,6,95
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,GREEN,GRN,1,0,1
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0004 ALLEGHENY TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,55,1,54
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,139,5,133
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,2,0,2
Butler,0004 ALLEGHENY TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,1,0,1
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,TOM WOLF,DEM,59,1,58
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,SCOTT R WAGNER,REP,132,5,126
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,PAUL GLOVER,GRN,5,0,5
Butler,0004 ALLEGHENY TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,0,0,0
Butler,0004 ALLEGHENY TOWNSHIP,U.S. House,15.0,SUSAN BOSER,DEM,48,1,47
Butler,0004 ALLEGHENY TOWNSHIP,U.S. House,15.0,GLENN GT THOMPSON,REP,147,5,142
Butler,0004 ALLEGHENY TOWNSHIP,State House,64.0,JOHN KLUCK,DEM,48,0,48
Butler,0004 ALLEGHENY TOWNSHIP,State House,64.0,R. LEE JAMES,REP,145,6,139
Butler,0005 BRADY TOWNSHIP,Straight Party,,DEMOCRATIC,DEM,63,5,58
Butler,0005 BRADY TOWNSHIP,Straight Party,,REPUBLICAN,REP,170,2,168
Butler,0005 BRADY TOWNSHIP,Straight Party,,GREEN,GRN,2,0,2
Butler,0005 BRADY TOWNSHIP,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0005 BRADY TOWNSHIP,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,"BOB CASEY, JR",DEM,149,7,141
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,LOU BARLETTA,REP,255,6,249
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,NEAL GALE,GRN,8,1,7
Butler,0005 BRADY TOWNSHIP,U.S. Senate,,"DALE R KERNS, JR",LIB,3,0,3
Butler,0005 BRADY TOWNSHIP,Governor,,TOM WOLF,DEM,152,9,142
Butler,0005 BRADY TOWNSHIP,Governor,,SCOTT R WAGNER,REP,250,5,245
Butler,0005 BRADY TOWNSHIP,Governor,,PAUL GLOVER,GRN,7,0,7
Butler,0005 BRADY TOWNSHIP,Governor,,KEN V KRAWCHUK,LIB,7,0,7
Butler,0005 BRADY TOWNSHIP,U.S. House,16.0,RON DINICOLA,DEM,141,7,133
Butler,0005 BRADY TOWNSHIP,U.S. House,16.0,MIKE KELLY,REP,271,7,264
Butler,0005 BRADY TOWNSHIP,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,5,0,5
Butler,0005 BRADY TOWNSHIP,State House,8.0,LISA BOEVING-LEARNED,DEM,127,6,121
Butler,0005 BRADY TOWNSHIP,State House,8.0,TEDD NESBIT,REP,288,8,280
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,DEMOCRATIC,DEM,218,13,205
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,REPUBLICAN,REP,474,20,454
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,GREEN,GRN,0,0,0
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0006 BUFFALO TOWNSHIP 1,Straight Party,,LIBERTARIAN,LIB,3,0,3
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,"BOB CASEY, JR",DEM,434,18,416
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,LOU BARLETTA,REP,743,28,715
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,NEAL GALE,GRN,4,1,3
Butler,0006 BUFFALO TOWNSHIP 1,U.S. Senate,,"DALE R KERNS, JR",LIB,13,0,13
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,TOM WOLF,DEM,475,18,457
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,SCOTT R WAGNER,REP,694,29,665
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,PAUL GLOVER,GRN,4,0,4
Butler,0006 BUFFALO TOWNSHIP 1,Governor,,KEN V KRAWCHUK,LIB,20,0,20
Butler,0006 BUFFALO TOWNSHIP 1,U.S. House,15.0,SUSAN BOSER,DEM,385,17,368
Butler,0006 BUFFALO TOWNSHIP 1,U.S. House,15.0,GLENN GT THOMPSON,REP,808,30,778
Butler,0006 BUFFALO TOWNSHIP 1,State House,60.0,JEFF PYLE,REP,924,30,894
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,DEMOCRATIC,DEM,190,5,185
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,REPUBLICAN,REP,463,9,454
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,GREEN,GRN,0,0,0
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0007 BUFFALO TOWNSHIP 2,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,"BOB CASEY, JR",DEM,425,12,413
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,LOU BARLETTA,REP,720,17,703
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,NEAL GALE,GRN,8,0,8
Butler,0007 BUFFALO TOWNSHIP 2,U.S. Senate,,"DALE R KERNS, JR",LIB,16,0,16
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,TOM WOLF,DEM,454,12,442
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,SCOTT R WAGNER,REP,701,16,685
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,PAUL GLOVER,GRN,7,0,7
Butler,0007 BUFFALO TOWNSHIP 2,Governor,,KEN V KRAWCHUK,LIB,10,1,9
Butler,0007 BUFFALO TOWNSHIP 2,U.S. House,15.0,SUSAN BOSER,DEM,373,12,361
Butler,0007 BUFFALO TOWNSHIP 2,U.S. House,15.0,GLENN GT THOMPSON,REP,793,17,776
Butler,0007 BUFFALO TOWNSHIP 2,State House,60.0,JEFF PYLE,REP,924,22,902
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,DEMOCRATIC,DEM,158,4,154
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,REPUBLICAN,REP,381,11,370
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,GREEN,GRN,0,0,0
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,INDEPENDENT,IND,0,0,0
Butler,0008 BUFFALO TOWNSHIP 3,Straight Party,,LIBERTARIAN,LIB,2,0,1
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,"BOB CASEY, JR",DEM,378,7,371
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,LOU BARLETTA,REP,594,16,577
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,NEAL GALE,GRN,2,0,2
Butler,0008 BUFFALO TOWNSHIP 3,U.S. Senate,,"DALE R KERNS, JR",LIB,19,1,17
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,TOM WOLF,DEM,418,8,410
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,SCOTT R WAGNER,REP,557,16,540
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,PAUL GLOVER,GRN,1,0,1
Butler,0008 BUFFALO TOWNSHIP 3,Governor,,KEN V KRAWCHUK,LIB,18,0,17
Butler,0008 BUFFALO TOWNSHIP 3,U.S. House,15.0,SUSAN BOSER,DEM,318,8,309
Butler,0008 BUFFALO TOWNSHIP 3,U.S. House,15.0,GLENN GT THOMPSON,REP,673,16,657
Butler,0008 BUFFALO TOWNSHIP 3,State House,60.0,JEFF PYLE,REP,809,20,788
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,DEMOCRATIC,DEM,215,9,206
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,REPUBLICAN,REP,455,7,448
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,GREEN,GRN,1,0,1
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,INDEPENDENT,IND,11,0,11
Butler,0009 BUTLER TOWNSHIP 1-1,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,"BOB CASEY, JR",DEM,635,32,603
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,LOU BARLETTA,REP,752,18,734
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,NEAL GALE,GRN,9,0,9
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. Senate,,"DALE R KERNS, JR",LIB,30,0,30
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,TOM WOLF,DEM,673,33,640
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,SCOTT R WAGNER,REP,728,17,711
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,PAUL GLOVER,GRN,13,0,13
Butler,0009 BUTLER TOWNSHIP 1-1,Governor,,KEN V KRAWCHUK,LIB,21,0,21
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. House,16.0,RON DINICOLA,DEM,580,28,552
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. House,16.0,MIKE KELLY,REP,827,22,805
Butler,0009 BUTLER TOWNSHIP 1-1,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,25,0,25
Butler,0009 BUTLER TOWNSHIP 1-1,State House,11.0,BRIAN ELLIS,REP,968,30,938
Butler,0009 BUTLER TOWNSHIP 1-1,State House,11.0,SAMUEL DOCTOR,IND,366,11,355
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,DEMOCRATIC,DEM,120,6,114
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,REPUBLICAN,REP,299,15,283
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,GREEN,GRN,1,1,0
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,INDEPENDENT,IND,4,0,4
Butler,0010 BUTLER TOWNSHIP 1-2,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,"BOB CASEY, JR",DEM,385,18,366
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,LOU BARLETTA,REP,518,26,491
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,NEAL GALE,GRN,9,1,8
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. Senate,,"DALE R KERNS, JR",LIB,7,0,7
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,TOM WOLF,DEM,398,19,379
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,SCOTT R WAGNER,REP,505,24,480
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,PAUL GLOVER,GRN,7,1,6
Butler,0010 BUTLER TOWNSHIP 1-2,Governor,,KEN V KRAWCHUK,LIB,22,1,20
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. House,16.0,RON DINICOLA,DEM,348,12,336
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. House,16.0,MIKE KELLY,REP,563,32,529
Butler,0010 BUTLER TOWNSHIP 1-2,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,18,0,18
Butler,0010 BUTLER TOWNSHIP 1-2,State House,11.0,BRIAN ELLIS,REP,611,27,583
Butler,0010 BUTLER TOWNSHIP 1-2,State House,11.0,SAMUEL DOCTOR,IND,251,10,240
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,DEMOCRATIC,DEM,94,5,89
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,REPUBLICAN,REP,108,2,106
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,GREEN,GRN,0,0,0
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,INDEPENDENT,IND,2,0,2
Butler,0011 BUTLER TOWNSHIP 2,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,"BOB CASEY, JR",DEM,211,9,202
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,LOU BARLETTA,REP,189,2,187
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,NEAL GALE,GRN,2,1,1
Butler,0011 BUTLER TOWNSHIP 2,U.S. Senate,,"DALE R KERNS, JR",LIB,9,0,9
Butler,0011 BUTLER TOWNSHIP 2,Governor,,TOM WOLF,DEM,228,9,219
Butler,0011 BUTLER TOWNSHIP 2,Governor,,SCOTT R WAGNER,REP,182,2,180
Butler,0011 BUTLER TOWNSHIP 2,Governor,,PAUL GLOVER,GRN,1,1,0
Butler,0011 BUTLER TOWNSHIP 2,Governor,,KEN V KRAWCHUK,LIB,8,0,8
Butler,0011 BUTLER TOWNSHIP 2,U.S. House,16.0,RON DINICOLA,DEM,205,9,196
Butler,0011 BUTLER TOWNSHIP 2,U.S. House,16.0,MIKE KELLY,REP,206,3,203
Butler,0011 BUTLER TOWNSHIP 2,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,9,0,9
Butler,0011 BUTLER TOWNSHIP 2,State House,11.0,BRIAN ELLIS,REP,260,4,256
Butler,0011 BUTLER TOWNSHIP 2,State House,11.0,SAMUEL DOCTOR,IND,107,3,104
Butler,0012 BUTLER TOWNSHIP 3,Straight Party,,DEMOCRATIC,DEM,100,3,97
Butler,0012 BUTLER TOWNSHIP 3,Straight Party,,REPUBLICAN,REP,192,6,186
Butler,0012 BUTLER TOWNSHIP 3,Straight Party,,GREEN,GRN,0,0,0
Butler,0012 BUTLER TOWNSHIP 3,Straight Party,,INDEPENDENT,IND,1,0,1
Butler,0012 BUTLER TOWNSHIP 3,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler,0012 BUTLER TOWNSHIP 3,U.S. Senate,,"BOB CASEY, JR",DEM,233,8,224
Butler,0012 BUTLER TOWNSHIP 3,U.S. Senate,,LOU BARLETTA,REP,309,10,298
Butler,0012 BUTLER TOWNSHIP 3,U.S. Senate,,NEAL GALE,GRN,3,0,3
Butler,0012 BUTLER TOWNSHIP 3,U.S. Senate,,"DALE R KERNS, JR",LIB,5,0,5
Butler,0012 BUTLER TOWNSHIP 3,Governor,,TOM WOLF,DEM,238,6,231
Butler,0012 BUTLER TOWNSHIP 3,Governor,,SCOTT R WAGNER,REP,300,10,289
Butler,0012 BUTLER TOWNSHIP 3,Governor,,PAUL GLOVER,GRN,3,0,3
Butler,0012 BUTLER TOWNSHIP 3,Governor,,KEN V KRAWCHUK,LIB,6,0,6
Butler,0012 BUTLER TOWNSHIP 3,U.S. House,16.0,RON DINICOLA,DEM,200,8,191
Butler,0012 BUTLER TOWNSHIP 3,U.S. House,16.0,MIKE KELLY,REP,346,10,336
Butler,0012 BUTLER TOWNSHIP 3,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,4,0,4
Butler,0012 BUTLER TOWNSHIP 3,State House,11.0,BRIAN ELLIS,REP,378,11,366
Butler,0012 BUTLER TOWNSHIP 3,State House,11.0,SAMUEL DOCTOR,IND,106,3,103
Butler,0013 BUTLER TOWNSHIP 4,Straight Party,,DEMOCRATIC,DEM,164,6,158
Butler,0013 BUTLER TOWNSHIP 4,Straight Party,,REPUBLICAN,REP,491,19,472
Butler,0013 BUTLER TOWNSHIP 4,Straight Party,,GREEN,GRN,0,0,0
Butler,0013 BUTLER TOWNSHIP 4,Straight Party,,INDEPENDENT,IND,9,0,9
Butler,0013 BUTLER TOWNSHIP 4,Straight Party,,LIBERTARIAN,LIB,2,0,2
Butler,0013 BUTLER TOWNSHIP 4,U.S. Senate,,"BOB CASEY, JR",DEM,590,19,571
Butler,0013 BUTLER TOWNSHIP 4,U.S. Senate,,LOU BARLETTA,REP,860,26,834
Butler,0013 BUTLER TOWNSHIP 4,U.S. Senate,,NEAL GALE,GRN,9,0,9
Butler,0013 BUTLER TOWNSHIP 4,U.S. Senate,,"DALE R KERNS, JR",LIB,24,0,24
Butler,0013 BUTLER TOWNSHIP 4,Governor,,TOM WOLF,DEM,636,19,617
Butler,0013 BUTLER TOWNSHIP 4,Governor,,SCOTT R WAGNER,REP,826,25,801
Butler,0013 BUTLER TOWNSHIP 4,Governor,,PAUL GLOVER,GRN,4,0,4
Butler,0013 BUTLER TOWNSHIP 4,Governor,,KEN V KRAWCHUK,LIB,26,0,26
Butler,0013 BUTLER TOWNSHIP 4,U.S. House,16.0,RON DINICOLA,DEM,558,18,540
Butler,0013 BUTLER TOWNSHIP 4,U.S. House,16.0,MIKE KELLY,REP,915,28,887
Butler,0013 BUTLER TOWNSHIP 4,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,19,0,19
Butler,0013 BUTLER TOWNSHIP 4,State House,11.0,BRIAN ELLIS,REP,"1,030",33,997
Butler,0013 BUTLER TOWNSHIP 4,State House,11.0,SAMUEL DOCTOR,IND,397,7,390
Butler,0014 BUTLER TOWNSHIP 5,Straight Party,,DEMOCRATIC,DEM,157,6,151
Butler,0014 BUTLER TOWNSHIP 5,Straight Party,,REPUBLICAN,REP,301,8,293
Butler,0014 BUTLER TOWNSHIP 5,Straight Party,,GREEN,GRN,1,0,1
Butler,0014 BUTLER TOWNSHIP 5,Straight Party,,INDEPENDENT,IND,4,0,4
Butler,0014 BUTLER TOWNSHIP 5,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler,0014 BUTLER TOWNSHIP 5,U.S. Senate,,"BOB CASEY, JR",DEM,420,13,406
Butler,0014 BUTLER TOWNSHIP 5,U.S. Senate,,LOU BARLETTA,REP,498,11,485
Butler,0014 BUTLER TOWNSHIP 5,U.S. Senate,,NEAL GALE,GRN,6,0,6
Butler,0014 BUTLER TOWNSHIP 5,U.S. Senate,,"DALE R KERNS, JR",LIB,11,0,11
Butler,0014 BUTLER TOWNSHIP 5,Governor,,TOM WOLF,DEM,444,9,434
Butler,0014 BUTLER TOWNSHIP 5,Governor,,SCOTT R WAGNER,REP,485,12,471
Butler,0014 BUTLER TOWNSHIP 5,Governor,,PAUL GLOVER,GRN,4,2,2
Butler,0014 BUTLER TOWNSHIP 5,Governor,,KEN V KRAWCHUK,LIB,13,1,12
Butler,0014 BUTLER TOWNSHIP 5,U.S. House,16.0,RON DINICOLA,DEM,385,10,373
Butler,0014 BUTLER TOWNSHIP 5,U.S. House,16.0,MIKE KELLY,REP,553,14,538
Butler,0014 BUTLER TOWNSHIP 5,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,9,0,9
Butler,0014 BUTLER TOWNSHIP 5,State House,11.0,BRIAN ELLIS,REP,639,16,621
Butler,0014 BUTLER TOWNSHIP 5,State House,11.0,SAMUEL DOCTOR,IND,212,5,207
Butler,0015 BUTLER TOWNSHIP 6N,Straight Party,,DEMOCRATIC,DEM,166,18,148
Butler,0015 BUTLER TOWNSHIP 6N,Straight Party,,REPUBLICAN,REP,282,8,274
Butler,0015 BUTLER TOWNSHIP 6N,Straight Party,,GREEN,GRN,0,0,0
Butler,0015 BUTLER TOWNSHIP 6N,Straight Party,,INDEPENDENT,IND,2,0,2
Butler,0015 BUTLER TOWNSHIP 6N,Straight Party,,LIBERTARIAN,LIB,1,0,1
Butler,0015 BUTLER TOWNSHIP 6N,U.S. Senate,,"BOB CASEY, JR",DEM,392,30,362
Butler,0015 BUTLER TOWNSHIP 6N,U.S. Senate,,LOU BARLETTA,REP,459,11,448
Butler,0015 BUTLER TOWNSHIP 6N,U.S. Senate,,NEAL GALE,GRN,7,0,7
Butler,0015 BUTLER TOWNSHIP 6N,U.S. Senate,,"DALE R KERNS, JR",LIB,16,0,16
Butler,0015 BUTLER TOWNSHIP 6N,Governor,,TOM WOLF,DEM,415,31,384
Butler,0015 BUTLER TOWNSHIP 6N,Governor,,SCOTT R WAGNER,REP,444,10,434
Butler,0015 BUTLER TOWNSHIP 6N,Governor,,PAUL GLOVER,GRN,5,0,5
Butler,0015 BUTLER TOWNSHIP 6N,Governor,,KEN V KRAWCHUK,LIB,15,0,15
Butler,0015 BUTLER TOWNSHIP 6N,U.S. House,16.0,RON DINICOLA,DEM,361,25,336
Butler,0015 BUTLER TOWNSHIP 6N,U.S. House,16.0,MIKE KELLY,REP,508,16,492
Butler,0015 BUTLER TOWNSHIP 6N,U.S. House,16.0,EBERT G BILL BEEMAN,LIB,11,0,11
Butler,0015 BUTLER TOWNSHIP 6N,State House,11.0,BRIAN ELLIS,REP,581,23,558
Butler,0015 BUTLER TOWNSHIP 6N,State House,11.0,SAMUEL DOCTOR,IND,193,8,185
Butler,0016 BUTLER TOWNSHIP 6S,Straight Party,,DEMOCRATIC,DEM,124,13,111
Butler,0016 BUTLER TOWNSHIP 6S,Straight Party,,REPUBLICAN,REP,360,11,348
Butler,0016 BUTLER TOWNSHIP 6S,Straight Party,,GREEN,GRN,1,0,1
Butler,0016 BUTLER TOWNSHIP 6S,Straight Party,,INDEPENDENT,IND,4,0,4
Butler,0016 BUTLER TOWNSHIP 6S,Straight Party,,LIBERTARIAN,LIB,0,0,0
Butler,0016 BUTLER TOWNSHIP 6S,U.S. Senate,,"BOB CASEY, JR",DEM,399,25,374
Butler,0016 BUTLER TOWNSHIP 6S,U.S. Senate,,LOU BARLETTA,REP,599,23,573
Butler,0016 BUTLER TOWNSHIP 6S,U.S. Senate,,NEAL GALE,GRN,5,0,5
Butler,0016 BUTLER TOWNSHIP 6S,U.S. Senate,,"DALE R KERNS, JR",LIB,12,1,11
Butler,0016 BUTLER TOWNSHIP 6S,Governor,,TOM WOLF,DEM,439,26,413
